Field1,Field2,nope,Field4
mariahcarey,blakeshelton,nope,nope
mariahcarey,coldplay,nope,nope
mariahcarey,realdonaldtrump,nope,nope
mariahcarey,theeconomist,nope,nope
mariahcarey,aplusk,nope,nope
mariahcarey,vine,nope,nope
mariahcarey,deepikapadukone,nope,nope
mariahcarey,edsheeran,nope,nope
mariahcarey,mohamadalarefe,nope,nope
mariahcarey,ricky_martin,nope,nope
mariahcarey,shugairi,nope,nope
mariahcarey,xtina,nope,nope
mariahcarey,agnezmo,nope,yup
mariahcarey,reuters,nope,nope
mariahcarey,priyankachopra,nope,yup
mariahcarey,twitterespanol,nope,nope
mariahcarey,ihrithik,nope,nope
mariahcarey,akshaykumar,nope,nope
mariahcarey,ryanseacrest,yup,yup
mariahcarey,ivetesangalo,nope,nope
mariahcarey,pmoindia,nope,nope
mariahcarey,snoopdogg,nope,yup
vine,wizkhalifa,nope,nope
vine,zaynmalik,nope,nope
vine,xtina,nope,nope
deepikapadukone,katyperry,nope,nope
deepikapadukone,justinbieber,nope,nope
deepikapadukone,taylorswift13,nope,nope
deepikapadukone,rihanna,nope,nope
deepikapadukone,ladygaga,nope,nope
deepikapadukone,twitter,nope,nope
deepikapadukone,jtimberlake,nope,nope
deepikapadukone,selenagomez,nope,nope
deepikapadukone,jimmyfallon,nope,nope
deepikapadukone,shakira,nope,nope
deepikapadukone,instagram,nope,nope
deepikapadukone,nytimes,nope,nope
deepikapadukone,onedirection,nope,nope
deepikapadukone,espn,nope,nope
deepikapadukone,wizkhalifa,nope,nope
deepikapadukone,kanyewest,nope,nope
deepikapadukone,neymarjr,nope,nope
deepikapadukone,narendramodi,yup,nope
deepikapadukone,pitbull,nope,nope
deepikapadukone,khloekardashian,nope,nope
deepikapadukone,iamsrk,yup,yup
deepikapadukone,kourtneykardash,nope,nope
deepikapadukone,realmadrid,nope,nope
deepikapadukone,zaynmalik,nope,nope
deepikapadukone,realdonaldtrump,nope,nope
deepikapadukone,vine,nope,nope
deepikapadukone,edsheeran,nope,nope
deepikapadukone,ricky_martin,nope,nope
deepikapadukone,shugairi,nope,nope
deepikapadukone,xtina,nope,nope
deepikapadukone,priyankachopra,yup,yup
deepikapadukone,ihrithik,yup,nope
deepikapadukone,ivetesangalo,nope,nope
leodicaprio,katyperry,nope,nope
leodicaprio,justinbieber,nope,yup
leodicaprio,taylorswift13,nope,nope
leodicaprio,rihanna,nope,nope
leodicaprio,youtube,nope,nope
leodicaprio,ladygaga,nope,yup
leodicaprio,theellenshow,nope,yup
leodicaprio,twitter,nope,nope
leodicaprio,jtimberlake,nope,nope
leodicaprio,britneyspears,nope,nope
leodicaprio,selenagomez,nope,nope
leodicaprio,cnnbrk,nope,nope
leodicaprio,jimmyfallon,nope,yup
leodicaprio,shakira,nope,nope
leodicaprio,ddlovato,nope,nope
leodicaprio,instagram,nope,nope
leodicaprio,oprah,nope,nope
leodicaprio,nytimes,yup,nope
leodicaprio,onedirection,nope,nope
leodicaprio,mileycyrus,nope,nope
leodicaprio,sportscenter,nope,yup
leodicaprio,espn,nope,nope
leodicaprio,pink,nope,nope
leodicaprio,liltunechi,nope,nope
leodicaprio,wizkhalifa,nope,nope
leodicaprio,niallofficial,nope,nope
leodicaprio,kanyewest,nope,nope
leodicaprio,neymarjr,nope,nope
leodicaprio,narendramodi,nope,nope
leodicaprio,danieltosh,nope,nope
leodicaprio,aliciakeys,nope,nope
leodicaprio,srbachchan,nope,yup
leodicaprio,nba,nope,nope
leodicaprio,liampayne,nope,yup
leodicaprio,louis_tomlinson,nope,yup
leodicaprio,pitbull,nope,nope
leodicaprio,khloekardashian,nope,nope
leodicaprio,iamsrk,nope,yup
leodicaprio,kourtneykardash,nope,nope
leodicaprio,realmadrid,nope,nope
leodicaprio,davidguetta,nope,nope
leodicaprio,nfl,nope,yup
leodicaprio,nasa,nope,nope
leodicaprio,nickiminaj,nope,nope
leodicaprio,zaynmalik,nope,nope
leodicaprio,aamir_khan,nope,nope
leodicaprio,chrisbrown,nope,nope
leodicaprio,blakeshelton,nope,nope
leodicaprio,coldplay,nope,nope
leodicaprio,realdonaldtrump,nope,nope
leodicaprio,theeconomist,nope,nope
leodicaprio,aplusk,yup,nope
leodicaprio,mariahcarey,nope,nope
leodicaprio,vine,nope,nope
leodicaprio,deepikapadukone,nope,nope
leodicaprio,edsheeran,nope,nope
leodicaprio,mohamadalarefe,nope,nope
leodicaprio,ricky_martin,nope,nope
leodicaprio,shugairi,nope,nope
leodicaprio,xtina,nope,nope
leodicaprio,agnezmo,nope,nope
leodicaprio,reuters,nope,nope
leodicaprio,priyankachopra,nope,yup
leodicaprio,twitterespanol,nope,nope
leodicaprio,ihrithik,nope,nope
leodicaprio,akshaykumar,nope,nope
leodicaprio,ryanseacrest,nope,yup
leodicaprio,ivetesangalo,nope,nope
leodicaprio,pmoindia,nope,nope
leodicaprio,snoopdogg,nope,yup
google,katyperry,nope,nope
google,justinbieber,yup,nope
google,taylorswift13,nope,nope
google,rihanna,nope,nope
google,youtube,yup,yup
google,ladygaga,nope,nope
google,theellenshow,nope,yup
google,twitter,yup,nope
google,jtimberlake,nope,nope
google,britneyspears,nope,nope
google,kimkardashian,nope,nope
google,selenagomez,nope,nope
google,cnnbrk,nope,nope
google,jimmyfallon,nope,yup
google,shakira,nope,nope
google,ddlovato,nope,nope
google,instagram,nope,nope
google,jlo,nope,nope
google,oprah,nope,nope
google,kingjames,nope,nope
google,nytimes,yup,nope
google,kevinhart4real,nope,nope
google,onedirection,nope,nope
google,mileycyrus,nope,nope
google,sportscenter,nope,nope
google,espn,nope,nope
google,harry_styles,nope,nope
google,pink,nope,nope
google,liltunechi,nope,nope
google,wizkhalifa,nope,nope
google,niallofficial,nope,nope
google,kanyewest,nope,nope
google,neymarjr,nope,nope
google,kaka,nope,nope
google,narendramodi,nope,yup
google,danieltosh,nope,nope
google,aliciakeys,nope,nope
google,srbachchan,nope,nope
google,nba,nope,nope
google,liampayne,nope,nope
google,louis_tomlinson,nope,nope
google,pitbull,nope,nope
google,khloekardashian,nope,nope
google,iamsrk,nope,nope
google,kourtneykardash,nope,nope
google,realmadrid,nope,nope
google,davidguetta,nope,nope
google,nfl,nope,nope
google,nasa,yup,nope
google,nickiminaj,nope,nope
google,kendalljenner,nope,nope
google,zaynmalik,nope,nope
google,aamir_khan,nope,nope
google,kyliejenner,nope,nope
google,chrisbrown,nope,nope
google,blakeshelton,nope,nope
google,coldplay,nope,nope
google,realdonaldtrump,nope,nope
google,theeconomist,nope,yup
google,aplusk,nope,nope
google,mariahcarey,nope,nope
google,vine,nope,nope
google,deepikapadukone,nope,nope
google,leodicaprio,nope,nope
google,edsheeran,nope,nope
google,mohamadalarefe,nope,nope
google,ricky_martin,nope,nope
google,shugairi,nope,yup
google,xtina,nope,nope
google,agnezmo,nope,nope
google,reuters,nope,nope
google,priyankachopra,nope,nope
google,twitterespanol,nope,nope
google,ihrithik,nope,nope
google,akshaykumar,nope,nope
google,jimcarrey,nope,nope
google,kdtrey5,nope,nope
google,ryanseacrest,nope,nope
google,ivetesangalo,nope,nope
google,pmoindia,nope,nope
google,snoopdogg,nope,nope
edsheeran,katyperry,nope,nope
edsheeran,justinbieber,yup,yup
edsheeran,taylorswift13,yup,yup
edsheeran,rihanna,nope,nope
edsheeran,ladygaga,yup,yup
edsheeran,twitter,nope,nope
edsheeran,jtimberlake,nope,yup
edsheeran,selenagomez,nope,nope
edsheeran,jimmyfallon,yup,yup
edsheeran,shakira,nope,nope
edsheeran,instagram,nope,nope
edsheeran,nytimes,nope,nope
edsheeran,onedirection,nope,nope
edsheeran,espn,nope,nope
edsheeran,wizkhalifa,nope,nope
edsheeran,kanyewest,nope,nope
edsheeran,neymarjr,nope,nope
edsheeran,narendramodi,nope,nope
edsheeran,pitbull,nope,nope
edsheeran,khloekardashian,nope,nope
edsheeran,iamsrk,nope,nope
edsheeran,kourtneykardash,nope,nope
edsheeran,realmadrid,nope,nope
edsheeran,zaynmalik,yup,yup
edsheeran,realdonaldtrump,nope,nope
edsheeran,vine,nope,nope
edsheeran,ricky_martin,nope,nope
edsheeran,shugairi,nope,nope
edsheeran,xtina,yup,nope
edsheeran,priyankachopra,nope,nope
edsheeran,ihrithik,nope,nope
edsheeran,ivetesangalo,nope,nope
mohamadalarefe,katyperry,nope,nope
mohamadalarefe,justinbieber,nope,nope
mohamadalarefe,taylorswift13,nope,nope
mohamadalarefe,rihanna,nope,nope
mohamadalarefe,youtube,nope,nope
mohamadalarefe,ladygaga,nope,nope
mohamadalarefe,theellenshow,nope,nope
mohamadalarefe,twitter,nope,nope
mohamadalarefe,jtimberlake,nope,nope
mohamadalarefe,britneyspears,nope,nope
mohamadalarefe,selenagomez,nope,nope
mohamadalarefe,cnnbrk,nope,nope
mohamadalarefe,jimmyfallon,nope,nope
mohamadalarefe,shakira,nope,nope
mohamadalarefe,ddlovato,nope,nope
mohamadalarefe,instagram,nope,nope
mohamadalarefe,oprah,nope,nope
mohamadalarefe,nytimes,nope,nope
mohamadalarefe,onedirection,nope,nope
mohamadalarefe,sportscenter,nope,nope
mohamadalarefe,espn,nope,nope
mohamadalarefe,pink,nope,nope
mohamadalarefe,wizkhalifa,nope,nope
mohamadalarefe,niallofficial,nope,nope
mohamadalarefe,kanyewest,nope,nope
mohamadalarefe,neymarjr,nope,nope
mohamadalarefe,narendramodi,nope,nope
mohamadalarefe,danieltosh,nope,nope
mohamadalarefe,aliciakeys,nope,nope
mohamadalarefe,srbachchan,nope,nope
mohamadalarefe,nba,nope,nope
mohamadalarefe,pitbull,nope,nope
mohamadalarefe,khloekardashian,nope,nope
mohamadalarefe,iamsrk,nope,nope
mohamadalarefe,kourtneykardash,nope,nope
mohamadalarefe,realmadrid,nope,nope
mohamadalarefe,davidguetta,nope,nope
mohamadalarefe,nfl,nope,nope
mohamadalarefe,nasa,nope,nope
mohamadalarefe,nickiminaj,nope,nope
mohamadalarefe,zaynmalik,nope,nope
mohamadalarefe,aamir_khan,nope,nope
mohamadalarefe,chrisbrown,nope,nope
mohamadalarefe,blakeshelton,nope,nope
mohamadalarefe,coldplay,nope,nope
mohamadalarefe,realdonaldtrump,nope,nope
mohamadalarefe,theeconomist,nope,nope
mohamadalarefe,aplusk,nope,nope
mohamadalarefe,vine,nope,nope
mohamadalarefe,deepikapadukone,nope,nope
mohamadalarefe,edsheeran,nope,nope
mohamadalarefe,ricky_martin,nope,nope
mohamadalarefe,shugairi,nope,nope
mohamadalarefe,xtina,nope,nope
mohamadalarefe,agnezmo,nope,nope
mohamadalarefe,reuters,nope,nope
mohamadalarefe,priyankachopra,nope,nope
mohamadalarefe,twitterespanol,nope,nope
mohamadalarefe,ihrithik,nope,nope
mohamadalarefe,akshaykumar,nope,nope
mohamadalarefe,ryanseacrest,nope,nope
mohamadalarefe,ivetesangalo,nope,nope
mohamadalarefe,pmoindia,nope,nope
mohamadalarefe,snoopdogg,nope,nope
ricky_martin,taylorswift13,yup,nope
ricky_martin,rihanna,yup,yup
ricky_martin,twitter,nope,nope
ricky_martin,selenagomez,nope,nope
ricky_martin,shakira,nope,nope
ricky_martin,wizkhalifa,nope,nope
ricky_martin,zaynmalik,nope,nope
ricky_martin,vine,nope,nope
ricky_martin,shugairi,nope,nope
ricky_martin,xtina,nope,nope
shugairi,taylorswift13,nope,nope
shugairi,twitter,nope,nope
shugairi,wizkhalifa,nope,nope
shugairi,zaynmalik,nope,nope
shugairi,vine,nope,nope
shugairi,xtina,nope,nope
xtina,zaynmalik,nope,yup
agnezmo,katyperry,nope,nope
agnezmo,justinbieber,yup,nope
agnezmo,taylorswift13,nope,nope
agnezmo,rihanna,yup,nope
agnezmo,ladygaga,yup,nope
agnezmo,twitter,yup,nope
agnezmo,jtimberlake,yup,nope
agnezmo,britneyspears,yup,nope
agnezmo,selenagomez,nope,nope
agnezmo,cnnbrk,nope,nope
agnezmo,jimmyfallon,yup,nope
agnezmo,shakira,nope,nope
agnezmo,ddlovato,nope,nope
agnezmo,instagram,nope,nope
agnezmo,nytimes,nope,nope
agnezmo,onedirection,nope,nope
agnezmo,espn,yup,nope
agnezmo,wizkhalifa,nope,nope
agnezmo,kanyewest,yup,nope
agnezmo,neymarjr,nope,nope
agnezmo,narendramodi,nope,nope
agnezmo,danieltosh,nope,nope
agnezmo,aliciakeys,yup,nope
agnezmo,pitbull,yup,nope
agnezmo,khloekardashian,nope,nope
agnezmo,iamsrk,nope,nope
agnezmo,kourtneykardash,nope,nope
agnezmo,realmadrid,nope,nope
agnezmo,davidguetta,nope,nope
agnezmo,zaynmalik,nope,nope
agnezmo,chrisbrown,yup,nope
agnezmo,blakeshelton,nope,nope
agnezmo,coldplay,nope,nope
agnezmo,realdonaldtrump,nope,nope
agnezmo,aplusk,nope,nope
agnezmo,vine,nope,nope
agnezmo,deepikapadukone,nope,nope
agnezmo,edsheeran,nope,nope
agnezmo,ricky_martin,nope,nope
agnezmo,shugairi,nope,nope
agnezmo,xtina,yup,nope
agnezmo,priyankachopra,nope,nope
agnezmo,ihrithik,nope,nope
agnezmo,akshaykumar,nope,nope
agnezmo,ivetesangalo,nope,nope
reuters,katyperry,nope,nope
reuters,justinbieber,nope,nope
reuters,taylorswift13,nope,nope
reuters,rihanna,nope,nope
reuters,youtube,nope,nope
reuters,ladygaga,nope,nope
reuters,theellenshow,nope,nope
reuters,twitter,yup,nope
reuters,jtimberlake,nope,nope
reuters,britneyspears,nope,nope
reuters,selenagomez,nope,nope
reuters,cnnbrk,yup,nope
reuters,jimmyfallon,nope,yup
reuters,shakira,nope,nope
reuters,ddlovato,nope,nope
reuters,instagram,nope,nope
reuters,nytimes,yup,nope
reuters,onedirection,nope,nope
reuters,sportscenter,nope,nope
reuters,espn,nope,nope
reuters,wizkhalifa,nope,nope
reuters,kanyewest,nope,nope
reuters,neymarjr,nope,nope
reuters,narendramodi,nope,yup
reuters,danieltosh,nope,nope
reuters,aliciakeys,nope,nope
reuters,srbachchan,nope,yup
reuters,pitbull,nope,nope
reuters,khloekardashian,nope,nope
reuters,iamsrk,nope,nope
reuters,kourtneykardash,nope,nope
reuters,realmadrid,nope,nope
reuters,davidguetta,nope,nope
reuters,zaynmalik,nope,nope
reuters,aamir_khan,nope,nope
reuters,chrisbrown,nope,nope
reuters,blakeshelton,nope,nope
reuters,coldplay,nope,nope
reuters,realdonaldtrump,nope,nope
reuters,theeconomist,yup,yup
reuters,aplusk,nope,nope
reuters,vine,yup,nope
reuters,deepikapadukone,nope,nope
reuters,edsheeran,nope,nope
reuters,ricky_martin,nope,nope
reuters,shugairi,nope,nope
reuters,xtina,nope,nope
reuters,agnezmo,nope,nope
reuters,priyankachopra,nope,nope
reuters,twitterespanol,nope,nope
reuters,ihrithik,nope,nope
reuters,akshaykumar,nope,nope
reuters,ryanseacrest,nope,nope
reuters,ivetesangalo,nope,nope
reuters,snoopdogg,nope,nope
priyankachopra,taylorswift13,nope,nope
priyankachopra,rihanna,yup,nope
priyankachopra,twitter,nope,nope
priyankachopra,selenagomez,nope,nope
priyankachopra,shakira,nope,nope
priyankachopra,wizkhalifa,nope,nope
priyankachopra,realmadrid,nope,nope
priyankachopra,zaynmalik,nope,nope
priyankachopra,realdonaldtrump,nope,nope
priyankachopra,vine,nope,nope
priyankachopra,ricky_martin,nope,nope
priyankachopra,shugairi,nope,nope
priyankachopra,xtina,nope,nope
twitterespanol,katyperry,nope,nope
twitterespanol,justinbieber,nope,nope
twitterespanol,taylorswift13,nope,nope
twitterespanol,rihanna,nope,nope
twitterespanol,youtube,nope,nope
twitterespanol,ladygaga,nope,nope
twitterespanol,twitter,yup,yup
twitterespanol,jtimberlake,nope,nope
twitterespanol,britneyspears,nope,nope
twitterespanol,selenagomez,nope,nope
twitterespanol,cnnbrk,nope,nope
twitterespanol,jimmyfallon,nope,nope
twitterespanol,shakira,nope,nope
twitterespanol,ddlovato,nope,nope
twitterespanol,instagram,nope,nope
twitterespanol,nytimes,nope,nope
twitterespanol,onedirection,nope,nope
twitterespanol,espn,nope,nope
twitterespanol,wizkhalifa,nope,nope
twitterespanol,kanyewest,nope,nope
twitterespanol,neymarjr,nope,nope
twitterespanol,narendramodi,nope,nope
twitterespanol,danieltosh,nope,nope
twitterespanol,aliciakeys,nope,nope
twitterespanol,pitbull,nope,nope
twitterespanol,khloekardashian,nope,nope
twitterespanol,iamsrk,nope,nope
twitterespanol,kourtneykardash,nope,nope
twitterespanol,realmadrid,nope,nope
twitterespanol,davidguetta,nope,nope
twitterespanol,zaynmalik,nope,nope
twitterespanol,aamir_khan,nope,nope
twitterespanol,chrisbrown,nope,nope
twitterespanol,blakeshelton,nope,nope
twitterespanol,coldplay,nope,nope
twitterespanol,realdonaldtrump,nope,nope
twitterespanol,aplusk,nope,nope
twitterespanol,vine,nope,nope
twitterespanol,deepikapadukone,nope,nope
twitterespanol,edsheeran,nope,nope
twitterespanol,ricky_martin,nope,nope
twitterespanol,shugairi,nope,nope
twitterespanol,xtina,nope,nope
twitterespanol,agnezmo,nope,nope
twitterespanol,priyankachopra,nope,nope
twitterespanol,ihrithik,nope,nope
twitterespanol,akshaykumar,nope,nope
twitterespanol,ivetesangalo,nope,nope
ihrithik,katyperry,nope,nope
ihrithik,justinbieber,nope,nope
ihrithik,taylorswift13,yup,nope
ihrithik,rihanna,nope,nope
ihrithik,ladygaga,nope,nope
ihrithik,twitter,nope,nope
ihrithik,jtimberlake,nope,nope
ihrithik,selenagomez,nope,nope
ihrithik,jimmyfallon,nope,nope
ihrithik,shakira,nope,nope
ihrithik,instagram,nope,nope
ihrithik,nytimes,nope,nope
ihrithik,onedirection,nope,nope
ihrithik,wizkhalifa,nope,nope
ihrithik,kanyewest,nope,nope
ihrithik,neymarjr,nope,nope
ihrithik,narendramodi,yup,nope
ihrithik,pitbull,nope,nope
ihrithik,khloekardashian,nope,nope
ihrithik,iamsrk,yup,yup
ihrithik,kourtneykardash,nope,nope
ihrithik,realmadrid,nope,nope
ihrithik,zaynmalik,nope,nope
ihrithik,realdonaldtrump,nope,nope
ihrithik,vine,nope,nope
ihrithik,ricky_martin,nope,nope
ihrithik,shugairi,nope,nope
ihrithik,xtina,nope,nope
ihrithik,priyankachopra,yup,yup
ihrithik,ivetesangalo,nope,nope
akshaykumar,katyperry,nope,nope
akshaykumar,justinbieber,nope,nope
akshaykumar,taylorswift13,nope,nope
akshaykumar,rihanna,nope,nope
akshaykumar,ladygaga,nope,nope
akshaykumar,twitter,nope,nope
akshaykumar,jtimberlake,nope,nope
akshaykumar,britneyspears,nope,nope
akshaykumar,selenagomez,nope,nope
akshaykumar,cnnbrk,nope,nope
akshaykumar,jimmyfallon,nope,nope
akshaykumar,shakira,nope,nope
akshaykumar,ddlovato,nope,nope
akshaykumar,instagram,nope,nope
akshaykumar,nytimes,nope,nope
akshaykumar,onedirection,nope,nope
akshaykumar,espn,nope,nope
akshaykumar,wizkhalifa,nope,nope
akshaykumar,kanyewest,nope,nope
akshaykumar,neymarjr,nope,nope
akshaykumar,narendramodi,yup,yup
akshaykumar,danieltosh,nope,nope
akshaykumar,aliciakeys,nope,nope
akshaykumar,pitbull,nope,nope
akshaykumar,khloekardashian,nope,nope
akshaykumar,iamsrk,nope,nope
akshaykumar,kourtneykardash,nope,nope
akshaykumar,realmadrid,nope,nope
akshaykumar,davidguetta,nope,nope
akshaykumar,zaynmalik,nope,nope
akshaykumar,chrisbrown,nope,nope
akshaykumar,blakeshelton,nope,nope
akshaykumar,coldplay,nope,nope
akshaykumar,realdonaldtrump,nope,nope
akshaykumar,aplusk,nope,nope
akshaykumar,vine,nope,nope
akshaykumar,deepikapadukone,nope,nope
akshaykumar,edsheeran,nope,nope
akshaykumar,ricky_martin,nope,nope
akshaykumar,shugairi,nope,nope
akshaykumar,xtina,nope,nope
akshaykumar,priyankachopra,nope,nope
akshaykumar,ihrithik,yup,yup
akshaykumar,ivetesangalo,nope,nope
jimcarrey,katyperry,nope,nope
jimcarrey,justinbieber,nope,yup
jimcarrey,taylorswift13,nope,nope
jimcarrey,rihanna,nope,nope
jimcarrey,youtube,nope,nope
jimcarrey,ladygaga,nope,nope
jimcarrey,theellenshow,nope,yup
jimcarrey,twitter,nope,nope
jimcarrey,jtimberlake,nope,nope
jimcarrey,britneyspears,nope,nope
jimcarrey,kimkardashian,nope,nope
jimcarrey,selenagomez,nope,nope
jimcarrey,cnnbrk,nope,nope
jimcarrey,jimmyfallon,nope,yup
jimcarrey,shakira,nope,nope
jimcarrey,ddlovato,nope,nope
jimcarrey,instagram,nope,nope
jimcarrey,oprah,nope,nope
jimcarrey,kingjames,nope,nope
jimcarrey,nytimes,nope,nope
jimcarrey,kevinhart4real,nope,nope
jimcarrey,onedirection,nope,nope
jimcarrey,mileycyrus,nope,nope
jimcarrey,sportscenter,nope,nope
jimcarrey,espn,nope,nope
jimcarrey,pink,nope,yup
jimcarrey,liltunechi,nope,nope
jimcarrey,wizkhalifa,nope,nope
jimcarrey,niallofficial,nope,nope
jimcarrey,kanyewest,nope,nope
jimcarrey,neymarjr,nope,nope
jimcarrey,kaka,nope,nope
jimcarrey,narendramodi,nope,nope
jimcarrey,danieltosh,nope,nope
jimcarrey,aliciakeys,nope,nope
jimcarrey,srbachchan,nope,nope
jimcarrey,nba,nope,nope
jimcarrey,liampayne,nope,nope
jimcarrey,louis_tomlinson,nope,nope
jimcarrey,pitbull,nope,nope
jimcarrey,khloekardashian,nope,nope
jimcarrey,iamsrk,nope,nope
jimcarrey,kourtneykardash,nope,nope
jimcarrey,realmadrid,nope,nope
jimcarrey,davidguetta,nope,nope
jimcarrey,nfl,nope,nope
jimcarrey,nasa,nope,nope
jimcarrey,nickiminaj,nope,nope
jimcarrey,kendalljenner,nope,nope
jimcarrey,zaynmalik,nope,nope
jimcarrey,aamir_khan,nope,nope
jimcarrey,kyliejenner,nope,nope
jimcarrey,chrisbrown,nope,nope
jimcarrey,blakeshelton,nope,nope
jimcarrey,coldplay,nope,nope
jimcarrey,realdonaldtrump,nope,nope
jimcarrey,theeconomist,nope,nope
jimcarrey,aplusk,nope,nope
jimcarrey,mariahcarey,nope,nope
jimcarrey,vine,nope,nope
jimcarrey,deepikapadukone,nope,nope
jimcarrey,leodicaprio,nope,nope
jimcarrey,edsheeran,nope,nope
jimcarrey,mohamadalarefe,nope,nope
jimcarrey,ricky_martin,nope,nope
jimcarrey,shugairi,nope,nope
jimcarrey,xtina,nope,nope
jimcarrey,agnezmo,nope,nope
jimcarrey,reuters,nope,nope
jimcarrey,priyankachopra,nope,nope
jimcarrey,twitterespanol,nope,nope
jimcarrey,ihrithik,nope,nope
jimcarrey,akshaykumar,nope,nope
jimcarrey,kdtrey5,nope,nope
jimcarrey,ryanseacrest,nope,nope
jimcarrey,ivetesangalo,nope,yup
jimcarrey,pmoindia,nope,nope
jimcarrey,snoopdogg,nope,yup
kdtrey5,katyperry,nope,nope
kdtrey5,justinbieber,yup,yup
kdtrey5,taylorswift13,nope,nope
kdtrey5,rihanna,yup,yup
kdtrey5,youtube,nope,nope
kdtrey5,ladygaga,nope,nope
kdtrey5,theellenshow,nope,yup
kdtrey5,twitter,nope,nope
kdtrey5,jtimberlake,yup,yup
kdtrey5,britneyspears,nope,nope
kdtrey5,kimkardashian,yup,nope
kdtrey5,selenagomez,nope,nope
kdtrey5,cnnbrk,nope,nope
kdtrey5,jimmyfallon,nope,yup
kdtrey5,shakira,nope,nope
kdtrey5,ddlovato,nope,nope
kdtrey5,instagram,nope,nope
kdtrey5,oprah,nope,nope
kdtrey5,kingjames,yup,yup
kdtrey5,nytimes,nope,nope
kdtrey5,kevinhart4real,yup,yup
kdtrey5,onedirection,nope,nope
kdtrey5,mileycyrus,nope,nope
kdtrey5,sportscenter,yup,yup
kdtrey5,espn,nope,nope
kdtrey5,pink,nope,nope
kdtrey5,liltunechi,yup,nope
kdtrey5,wizkhalifa,yup,yup
kdtrey5,niallofficial,nope,nope
kdtrey5,kanyewest,nope,nope
kdtrey5,neymarjr,nope,nope
kdtrey5,narendramodi,nope,nope
kdtrey5,danieltosh,nope,nope
kdtrey5,aliciakeys,yup,nope
kdtrey5,srbachchan,nope,nope
kdtrey5,nba,yup,yup
kdtrey5,liampayne,nope,nope
kdtrey5,louis_tomlinson,nope,nope
kdtrey5,pitbull,nope,nope
kdtrey5,khloekardashian,nope,nope
kdtrey5,iamsrk,nope,nope
kdtrey5,kourtneykardash,nope,nope
kdtrey5,realmadrid,nope,nope
kdtrey5,davidguetta,nope,nope
kdtrey5,nfl,nope,yup
kdtrey5,nasa,nope,nope
kdtrey5,nickiminaj,yup,yup
kdtrey5,kendalljenner,nope,nope
kdtrey5,zaynmalik,nope,nope
kdtrey5,aamir_khan,nope,nope
kdtrey5,kyliejenner,nope,nope
kdtrey5,chrisbrown,yup,nope
kdtrey5,blakeshelton,nope,nope
kdtrey5,coldplay,nope,nope
kdtrey5,realdonaldtrump,nope,nope
kdtrey5,theeconomist,nope,nope
kdtrey5,aplusk,nope,nope
kdtrey5,mariahcarey,nope,nope
kdtrey5,vine,yup,nope
kdtrey5,deepikapadukone,nope,nope
kdtrey5,leodicaprio,nope,nope
kdtrey5,edsheeran,nope,nope
kdtrey5,mohamadalarefe,nope,nope
kdtrey5,ricky_martin,nope,nope
kdtrey5,shugairi,nope,nope
kdtrey5,xtina,nope,nope
kdtrey5,agnezmo,nope,nope
kdtrey5,reuters,nope,nope
kdtrey5,priyankachopra,nope,nope
kdtrey5,twitterespanol,nope,nope
kdtrey5,ihrithik,nope,nope
kdtrey5,akshaykumar,nope,nope
kdtrey5,ryanseacrest,nope,nope
kdtrey5,ivetesangalo,nope,nope
kdtrey5,pmoindia,nope,nope
kdtrey5,snoopdogg,yup,nope
ryanseacrest,katyperry,yup,yup
ryanseacrest,justinbieber,yup,yup
ryanseacrest,taylorswift13,yup,yup
ryanseacrest,rihanna,yup,yup
ryanseacrest,youtube,yup,yup
ryanseacrest,ladygaga,yup,yup
ryanseacrest,theellenshow,yup,yup
ryanseacrest,twitter,yup,nope
ryanseacrest,jtimberlake,yup,nope
ryanseacrest,britneyspears,yup,yup
ryanseacrest,selenagomez,yup,yup
ryanseacrest,cnnbrk,yup,nope
ryanseacrest,jimmyfallon,yup,yup
ryanseacrest,shakira,yup,yup
ryanseacrest,ddlovato,yup,yup
ryanseacrest,instagram,yup,nope
ryanseacrest,nytimes,yup,nope
ryanseacrest,onedirection,nope,nope
ryanseacrest,sportscenter,nope,nope
ryanseacrest,espn,nope,nope
ryanseacrest,wizkhalifa,nope,nope
ryanseacrest,kanyewest,yup,nope
ryanseacrest,neymarjr,nope,nope
ryanseacrest,narendramodi,nope,nope
ryanseacrest,danieltosh,nope,nope
ryanseacrest,aliciakeys,yup,nope
ryanseacrest,srbachchan,nope,nope
ryanseacrest,pitbull,yup,yup
ryanseacrest,khloekardashian,yup,yup
ryanseacrest,iamsrk,nope,nope
ryanseacrest,kourtneykardash,yup,yup
ryanseacrest,realmadrid,nope,nope
ryanseacrest,davidguetta,yup,nope
ryanseacrest,zaynmalik,yup,nope
ryanseacrest,aamir_khan,nope,nope
ryanseacrest,chrisbrown,nope,nope
ryanseacrest,blakeshelton,yup,nope
ryanseacrest,coldplay,yup,nope
ryanseacrest,realdonaldtrump,yup,nope
ryanseacrest,theeconomist,nope,nope
ryanseacrest,aplusk,yup,yup
ryanseacrest,vine,nope,nope
ryanseacrest,deepikapadukone,nope,nope
ryanseacrest,edsheeran,yup,yup
ryanseacrest,ricky_martin,yup,yup
ryanseacrest,shugairi,nope,nope
ryanseacrest,xtina,nope,nope
ryanseacrest,agnezmo,nope,yup
ryanseacrest,priyankachopra,nope,nope
ryanseacrest,twitterespanol,nope,nope
ryanseacrest,ihrithik,nope,nope
